City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description,Country,Date
271,Middelburg,-25.78,29.46,49.93,44,0,3.0,clear sky,ZA,2020-08-02 20:19:29
272,Omboue,-1.57,9.26,73.15,74,61,7.38,broken clouds,GA,2020-08-02 20:19:29
273,Hauge,58.34,6.28,57.0,83,60,10.47,broken clouds,NO,2020-08-02 20:19:29
274,Cap Malheureux,-19.98,57.61,66.99,77,29,3.0,scattered clouds,MU,2020-08-02 20:19:29
275,Sretensk,52.25,117.71,59.77,92,51,6.04,broken clouds,RU,2020-08-02 20:19:29
276,Hope,33.67,-93.59,91.99,40,14,1.01,few clouds,US,2020-08-02 20:19:30
277,Whitehorse,60.72,-135.05,66.0,55,75,11.41,broken clouds,CA,2020-08-02 20:16:59
278,Borzya,50.38,116.52,58.57,86,29,6.82,scattered clouds,RU,2020-08-02 20:19:30
279,Yar-Sale,66.83,70.83,60.87,66,98,12.35,overcast clouds,RU,2020-08-02 20:19:30
280,Saldanha,-33.01,17.94,55.4,71,0,2.24,clear sky,ZA,2020-08-02 20:19:30
281,Broken Hill,-31.95,141.43,50.0,43,100,8.05,overcast clouds,AU,2020-08-02 20:19:30
282,Nemuro,43.32,145.57,63.39,93,0,11.25,clear sky,JP,2020-08-02 20:19:30
283,Dryden,49.78,-92.75,66.2,52,40,8.05,scattered clouds,CA,2020-08-02 20:19:30
284,Arica,-18.48,-70.3,62.6,67,29,13.87,scattered clouds,CL,2020-08-02 20:19:30
285,Haines Junction,60.75,-137.51,62.04,54,100,9.13,overcast clouds,CA,2020-08-02 20:19:30
286,Kamaishi,39.27,141.88,67.77,84,72,7.25,broken clouds,JP,2020-08-02 20:19:30
287,Katsuura,35.13,140.3,75.2,88,40,3.36,scattered clouds,JP,2020-08-02 20:19:30
288,Olinda,-8.01,-34.86,78.8,69,40,14.99,scattered clouds,BR,2020-08-02 20:17:06
289,Loreto,22.27,-101.97,75.54,43,88,10.29,overcast clouds,MX,2020-08-02 20:19:31
290,Henderson,36.04,-114.98,107.01,6,1,18.34,clear sky,US,2020-08-02 20:16:24
291,Prince Rupert,54.32,-130.32,59.0,93,90,3.36,light rain,CA,2020-08-02 20:19:31
292,Ippy,6.27,21.22,70.07,97,99,3.47,overcast clouds,CF,2020-08-02 20:19:31
293,Pacific Grove,36.62,-121.92,75.99,68,40,8.05,scattered clouds,US,2020-08-02 20:16:00
294,Vila Velha,-20.33,-40.29,73.99,64,20,11.41,few clouds,BR,2020-08-02 20:16:23
295,Maltahohe,-24.83,16.98,53.78,35,0,7.56,clear sky,NA,2020-08-02 20:19:31
296,Henties Bay,-22.12,14.28,73.99,24,0,1.01,clear sky,NA,2020-08-02 20:19:31
297,Lethem,3.38,-59.8,84.07,70,25,4.14,light rain,GY,2020-08-02 20:19:31
298,Gizo,-8.1,156.84,80.98,81,16,9.91,light rain,SB,2020-08-02 20:19:32
299,Bathsheba,13.22,-59.52,87.8,66,40,13.87,scattered clouds,BB,2020-08-02 20:19:32
300,Kovdor,67.57,30.48,45.3,91,49,2.17,scattered clouds,RU,2020-08-02 20:19:32
301,Tocopilla,-22.09,-70.2,67.42,47,36,10.85,scattered clouds,CL,2020-08-02 20:19:32
302,Cabo San Lucas,22.89,-109.91,95.0,55,20,10.29,few clouds,MX,2020-08-02 20:19:14
303,Oranjemund,-28.55,16.43,69.04,26,0,5.68,clear sky,NA,2020-08-02 20:19:32
304,Noumea,-22.28,166.46,69.01,93,90,1.12,overcast clouds,NC,2020-08-02 20:18:02
305,Polyarnyy,69.2,33.45,50.0,87,75,2.24,broken clouds,RU,2020-08-02 20:19:32
306,Namibe,-15.2,12.15,67.08,88,13,6.76,few clouds,AO,2020-08-02 20:19:32
307,Jaciara,-15.97,-54.97,91.2,19,0,6.42,clear sky,BR,2020-08-02 20:19:32
308,Kichera,55.94,110.1,59.25,79,3,4.38,clear sky,RU,2020-08-02 20:19:32
309,Saint-Augustin,51.23,-58.65,69.42,67,0,17.25,clear sky,CA,2020-08-02 20:19:32
310,Hit,33.64,42.83,88.18,19,0,3.42,clear sky,IQ,2020-08-02 20:19:33
311,Bongandanga,1.5,21.05,73.18,94,100,1.36,overcast clouds,CD,2020-08-02 20:19:33
312,Jian,27.12,114.98,79.93,77,0,2.15,clear sky,CN,2020-08-02 20:19:33
313,Asyut,27.18,31.18,93.2,30,0,6.93,clear sky,EG,2020-08-02 20:18:46
314,Puerto Baquerizo Moreno,-0.9,-89.6,75.2,69,75,9.17,broken clouds,EC,2020-08-02 20:19:33
315,Kaitangata,-46.28,169.85,50.0,85,100,1.99,overcast clouds,NZ,2020-08-02 20:19:33
316,Ishigaki,24.34,124.16,81.86,90,100,51.47,heavy intensity rain,JP,2020-08-02 20:19:33
317,Lata,40.16,-8.33,66.99,72,42,5.99,scattered clouds,PT,2020-08-02 20:19:33
318,Inirida,3.87,-67.92,84.92,72,44,2.57,light rain,CO,2020-08-02 20:19:33
319,Sorong,-0.88,131.25,78.33,90,100,12.82,light rain,ID,2020-08-02 20:19:33
320,Cherepovets,59.13,37.9,48.2,100,40,3.51,fog,RU,2020-08-02 20:19:33
321,Sirjan,29.45,55.68,79.39,27,25,9.64,scattered clouds,IR,2020-08-02 20:19:34
322,Asau,46.43,26.4,55.0,87,0,1.3,clear sky,RO,2020-08-02 20:19:34
323,Salvacion,7.98,126.13,73.78,96,100,1.59,light rain,PH,2020-08-02 20:19:34
324,Shizuishan,39.23,106.77,74.26,27,3,5.19,clear sky,CN,2020-08-02 20:19:34
325,Bayeux,-7.12,-34.93,73.4,94,75,12.75,broken clouds,BR,2020-08-02 20:19:34
326,Bafoulabe,13.81,-10.83,81.63,86,90,4.7,overcast clouds,ML,2020-08-02 20:19:34
327,Kahului,20.89,-156.47,84.2,62,40,23.04,scattered clouds,US,2020-08-02 20:18:10
328,Tilichiki,60.47,166.1,52.2,79,93,1.12,overcast clouds,RU,2020-08-02 20:19:34
329,Moussoro,13.64,16.49,75.69,88,100,18.39,heavy intensity rain,TD,2020-08-02 20:19:34
330,Maceio,-9.67,-35.74,75.2,83,75,6.93,broken clouds,BR,2020-08-02 20:19:34
331,Mehamn,71.04,27.85,50.0,87,75,9.17,broken clouds,NO,2020-08-02 20:19:34
332,El Dorado,33.21,-92.67,87.8,45,1,3.8,clear sky,US,2020-08-02 20:19:35
333,Qasigiannguit,68.82,-51.19,48.2,66,20,8.05,few clouds,GL,2020-08-02 20:19:35
334,Cavalcante,-13.8,-47.46,81.28,27,0,9.22,clear sky,BR,2020-08-02 20:19:35
335,Constitucion,-35.33,-72.42,59.22,79,0,6.17,clear sky,CL,2020-08-02 20:19:35
336,Marawi,8.0,124.29,77.0,89,96,4.0,light rain,PH,2020-08-02 20:19:35
337,Manolas,38.05,21.35,84.2,65,20,0.72,few clouds,GR,2020-08-02 20:19:35
338,Codrington,-38.27,141.97,42.01,89,9,9.71,clear sky,AU,2020-08-02 20:19:35
339,Rocha,-34.48,-54.33,64.83,85,100,3.13,overcast clouds,UY,2020-08-02 20:19:35
340,Varniai,55.74,22.36,62.6,77,4,5.82,clear sky,LT,2020-08-02 20:19:35
341,Taksimo,56.34,114.88,56.41,86,61,1.57,broken clouds,RU,2020-08-02 20:19:35
342,Kilindoni,-7.91,39.67,76.68,81,60,22.53,light rain,TZ,2020-08-02 20:19:35
343,Ternate,0.8,127.4,78.8,85,100,9.64,light rain,ID,2020-08-02 20:19:35
344,Beloha,-25.17,45.05,62.37,73,0,15.46,clear sky,MG,2020-08-02 20:19:36
345,Jacksonville,30.33,-81.66,89.6,78,75,5.82,moderate rain,US,2020-08-02 20:18:12
346,Isangel,-19.55,169.27,67.37,70,9,11.99,clear sky,VU,2020-08-02 20:19:36
347,Sheopur,25.67,76.7,84.74,72,14,7.43,few clouds,IN,2020-08-02 20:19:36
348,Birao,10.28,22.79,70.99,95,96,1.97,overcast clouds,CF,2020-08-02 20:19:36
349,Karimpur,23.97,88.62,83.46,80,88,4.85,overcast clouds,IN,2020-08-02 20:19:36
350,Kismayo,-0.36,42.55,77.07,78,64,19.22,broken clouds,SO,2020-08-02 20:19:36
351,Wajir,1.75,40.06,77.5,53,48,17.49,scattered clouds,KE,2020-08-02 20:19:36
352,Elko,41.0,-115.5,98.01,8,1,3.38,clear sky,US,2020-08-02 20:19:36
353,Labuhan,-6.88,112.21,73.58,84,58,8.57,broken clouds,ID,2020-08-02 20:19:36
354,Alihe,50.57,123.72,64.63,95,100,6.02,light rain,CN,2020-08-02 20:19:36
355,Nuevo Progreso,23.17,-97.95,91.99,53,1,3.0,clear sky,MX,2020-08-02 20:19:37
356,Bandarbeyla,9.49,50.81,78.01,75,0,31.32,clear sky,SO,2020-08-02 20:19:37
357,Aguas Vermelhas,-15.75,-41.46,68.9,61,75,5.97,broken clouds,BR,2020-08-02 20:19:37
358,Santa Vitoria Do Palmar,-33.52,-53.37,65.48,84,99,4.34,overcast clouds,BR,2020-08-02 20:19:37
359,Shieli,44.17,66.75,80.2,32,0,9.42,clear sky,KZ,2020-08-02 20:19:37
360,Acapulco,16.86,-99.89,87.8,70,20,10.29,few clouds,MX,2020-08-02 20:19:20
361,Hendrina,-26.16,29.72,51.01,46,0,4.23,clear sky,ZA,2020-08-02 20:19:04
362,Brae,60.4,-1.35,53.6,87,99,11.41,overcast clouds,GB,2020-08-02 20:19:37
363,Acarau,-2.89,-40.12,82.36,68,8,14.56,clear sky,BR,2020-08-02 20:19:37
364,Luderitz,-26.65,15.16,71.6,21,0,8.05,clear sky,NA,2020-08-02 20:19:37
365,Obera,-27.49,-55.12,76.37,59,0,1.28,clear sky,AR,2020-08-02 20:19:37
366,Aquin,18.28,-73.4,84.92,71,98,6.55,light rain,HT,2020-08-02 20:19:37
367,Alta Floresta,-9.88,-56.09,95.0,23,20,6.93,few clouds,BR,2020-08-02 20:19:38
368,Thunder Bay,48.4,-89.32,69.8,43,75,12.75,broken clouds,CA,2020-08-02 20:19:38
369,Mana,5.66,-53.78,81.81,81,96,8.59,light rain,GF,2020-08-02 20:19:38
370,Camana,-16.62,-72.71,63.7,69,62,7.92,broken clouds,PE,2020-08-02 20:19:38
371,Ardakan,32.31,54.02,89.6,21,20,4.7,few clouds,IR,2020-08-02 20:19:38
372,Sasina,44.8,16.74,75.2,69,1,2.24,clear sky,BA,2020-08-02 20:19:38
373,Nyurba,63.28,118.33,54.12,78,0,3.42,clear sky,RU,2020-08-02 20:19:38
374,Kiama,-34.68,150.87,46.0,64,52,6.78,broken clouds,AU,2020-08-02 20:19:38
375,Mazatlan,23.22,-106.42,91.4,59,40,9.17,scattered clouds,MX,2020-08-02 20:19:38
376,Vittorio Veneto,45.98,12.3,75.0,79,49,1.01,light rain,IT,2020-08-02 20:19:39
377,Cartagena,10.4,-75.51,87.8,84,40,8.05,scattered clouds,CO,2020-08-02 20:17:07
378,Troitsko-Pechorsk,62.71,56.2,55.98,95,94,7.18,overcast clouds,RU,2020-08-02 20:19:39
379,Tevaitoa,-16.78,-151.5,79.12,77,100,11.5,overcast clouds,PF,2020-08-02 20:19:39
380,Chatellerault,46.8,0.53,69.8,46,40,5.82,scattered clouds,FR,2020-08-02 20:19:39
381,Carutapera,-1.2,-46.02,80.62,85,68,6.96,light rain,BR,2020-08-02 20:19:39
382,Qinzhou,21.95,108.62,78.4,92,100,7.96,moderate rain,CN,2020-08-02 20:19:39
383,Honiara,-9.43,159.95,77.72,81,49,3.89,scattered clouds,SB,2020-08-02 20:19:39
384,Maningrida,-12.07,134.27,65.14,95,83,6.91,broken clouds,AU,2020-08-02 20:19:39
385,Shimoda,34.67,138.95,68.0,95,2,1.66,clear sky,JP,2020-08-02 20:19:39
386,Lahaina,20.88,-156.68,84.2,62,40,23.04,scattered clouds,US,2020-08-02 20:19:39
387,Hambantota,6.12,81.12,80.1,78,100,17.45,overcast clouds,LK,2020-08-02 20:19:40
388,Kavaratti,10.57,72.64,82.45,78,100,21.88,light rain,IN,2020-08-02 20:19:40
389,Sayyan,15.17,44.32,58.78,79,100,6.17,moderate rain,YE,2020-08-02 20:19:40
390,Tarija,-21.54,-64.73,74.37,34,0,11.54,clear sky,BO,2020-08-02 20:19:40
391,Aketi,2.74,23.78,72.28,95,99,0.87,light rain,CD,2020-08-02 20:19:40
392,Busko-Zdroj,50.47,20.72,68.0,1,100,7.16,overcast clouds,PL,2020-08-02 20:19:40
393,Rawatbhata,24.93,75.58,83.32,70,88,9.24,overcast clouds,IN,2020-08-02 20:19:40
394,San Ramon,37.78,-121.98,89.01,35,1,8.05,clear sky,US,2020-08-02 20:18:33
395,Yerbogachen,61.28,108.01,55.67,71,0,4.54,clear sky,RU,2020-08-02 20:19:40
396,Gurupi,-11.73,-49.07,89.11,30,98,6.53,overcast clouds,BR,2020-08-02 20:19:40
397,Diffa,13.32,12.61,83.41,62,31,10.18,scattered clouds,NE,2020-08-02 20:19:40
398,Sukumo,32.93,132.73,73.71,92,100,1.52,overcast clouds,JP,2020-08-02 20:19:40
399,Alakurtti,66.97,30.35,50.0,87,26,0.31,scattered clouds,RU,2020-08-02 20:19:40
400,Husavik,66.04,-17.34,50.0,93,90,8.05,mist,IS,2020-08-02 20:18:05
401,Amos,48.57,-78.12,66.2,93,90,8.05,light intensity shower rain,CA,2020-08-02 20:19:41
402,Wah,33.8,72.7,86.0,89,75,5.82,broken clouds,PK,2020-08-02 20:19:41
403,Gelemso,8.82,40.52,60.89,82,73,5.14,broken clouds,ET,2020-08-02 20:19:41
404,Mareeba,-17.0,145.43,66.2,88,90,11.41,overcast clouds,AU,2020-08-02 20:19:41
405,Nizhniy Kuranakh,58.84,125.49,51.17,86,100,3.62,overcast clouds,RU,2020-08-02 20:19:41
406,College,64.86,-147.8,69.01,63,75,10.29,broken clouds,US,2020-08-02 20:19:41
407,Port Blair,11.67,92.75,82.35,80,100,26.44,light rain,IN,2020-08-02 20:19:41
408,Zenzeli,45.92,47.05,77.02,46,99,12.33,overcast clouds,RU,2020-08-02 20:19:41
409,Tortoli,39.93,9.66,84.2,94,5,6.93,clear sky,IT,2020-08-02 20:19:41
410,Vila Franca Do Campo,37.72,-25.43,73.4,69,20,8.05,few clouds,PT,2020-08-02 20:19:41
411,Providencia,28.72,-111.58,100.99,50,28,5.99,scattered clouds,MX,2020-08-02 20:19:41
412,Mount Isa,-20.73,139.5,48.2,61,0,7.31,clear sky,AU,2020-08-02 20:19:42
413,Ankazoabo,-22.28,44.52,60.03,51,0,7.54,clear sky,MG,2020-08-02 20:19:42
414,Alekseyevka,50.63,38.69,57.79,88,0,6.73,clear sky,RU,2020-08-02 20:19:42
415,Loukhi,66.08,33.04,48.4,80,27,3.33,scattered clouds,RU,2020-08-02 20:19:42
416,Svetlaya,46.54,138.33,64.63,92,100,13.11,overcast clouds,RU,2020-08-02 20:19:42
417,Kavieng,-2.57,150.8,81.59,78,22,5.48,few clouds,PG,2020-08-02 20:19:42
418,Kruisfontein,-34.0,24.73,62.01,49,0,6.55,clear sky,ZA,2020-08-02 20:19:42
419,San Policarpo,12.18,125.51,82.13,77,100,3.71,overcast clouds,PH,2020-08-02 20:19:42
420,Jining,35.41,116.58,77.88,95,18,8.86,moderate rain,CN,2020-08-02 20:19:42
421,Tucumcari,35.17,-103.72,96.8,20,1,12.75,clear sky,US,2020-08-02 20:19:42
422,Walvis Bay,-22.96,14.51,75.2,16,0,3.36,clear sky,NA,2020-08-02 20:19:42
423,Sobolevo,54.43,31.9,52.45,85,38,2.8,scattered clouds,RU,2020-08-02 20:19:42
424,Fairbanks,64.84,-147.72,69.01,77,75,4.7,broken clouds,US,2020-08-02 20:15:02
425,Buraydah,26.33,43.98,100.4,19,54,4.7,broken clouds,SA,2020-08-02 20:19:43
426,Alpena,45.06,-83.43,71.6,83,90,6.93,overcast clouds,US,2020-08-02 20:16:31
427,Joniskis,56.24,23.62,62.6,77,85,5.82,overcast clouds,LT,2020-08-02 20:19:43
428,Yokadouma,3.52,15.05,71.13,92,100,1.86,overcast clouds,CM,2020-08-02 20:19:43
429,Srednekolymsk,67.45,153.68,57.43,56,41,2.62,scattered clouds,RU,2020-08-02 20:19:43
430,Ust-Nera,64.57,143.2,60.57,51,97,2.89,light rain,RU,2020-08-02 20:19:43
431,Dukat,62.55,155.55,50.43,67,1,3.69,clear sky,RU,2020-08-02 20:19:43
432,Lianran,24.92,102.48,68.0,100,90,8.95,overcast clouds,CN,2020-08-02 20:19:43
433,Dubbo,-32.25,148.62,33.8,100,70,8.05,broken clouds,AU,2020-08-02 20:19:43
434,Mbuji-Mayi,-6.15,23.6,82.94,25,62,2.1,broken clouds,CD,2020-08-02 20:19:43
435,Ekhabi,53.51,142.97,52.77,92,100,11.68,overcast clouds,RU,2020-08-02 20:19:43
436,Muros,42.78,-9.06,66.0,71,100,5.01,overcast clouds,ES,2020-08-02 20:19:43
437,Jinxi,30.43,116.29,79.32,80,5,1.19,clear sky,CN,2020-08-02 20:19:44
438,Toronto,43.7,-79.42,82.4,88,75,20.8,broken clouds,CA,2020-08-02 20:19:44
439,Dharchula,29.85,80.53,68.86,76,28,1.5,light rain,IN,2020-08-02 20:19:44
440,Minsk,53.9,27.57,55.4,82,100,4.47,overcast clouds,BY,2020-08-02 20:19:44
441,Wenling,28.37,121.36,84.0,58,0,1.77,clear sky,CN,2020-08-02 20:19:44
442,Pocri,8.27,-80.55,88.21,66,100,9.04,moderate rain,PA,2020-08-02 20:19:44
443,Kabo,7.7,18.63,71.04,95,100,2.53,overcast clouds,CF,2020-08-02 20:19:44
444,Slawno,54.36,16.68,62.8,93,100,2.28,overcast clouds,PL,2020-08-02 20:19:44
445,Channel-Port Aux Basques,47.57,-59.14,67.44,80,0,13.62,clear sky,CA,2020-08-02 20:19:44
446,George Town,5.41,100.34,84.0,78,20,5.82,few clouds,MY,2020-08-02 20:19:44
447,Adiake,5.29,-3.3,77.0,88,20,9.17,few clouds,CI,2020-08-02 20:19:44
448,Half Moon Bay,37.46,-122.43,75.0,72,20,11.41,few clouds,US,2020-08-02 20:19:45
449,Tra Vinh,9.93,106.35,77.04,91,96,6.31,overcast clouds,VN,2020-08-02 20:19:45
450,Batsfjord,70.63,29.72,48.2,87,75,14.99,light intensity drizzle,NO,2020-08-02 20:19:45
451,Kokstad,-30.55,29.42,53.89,35,0,4.9,clear sky,ZA,2020-08-02 20:19:45
452,Aleksandrovskiy Zavod,50.92,117.94,56.05,92,98,2.37,light rain,RU,2020-08-02 20:19:45
453,Boden,65.83,21.69,59.0,82,6,3.36,clear sky,SE,2020-08-02 20:19:45
454,Suzhou,31.31,120.62,88.0,73,99,9.86,overcast clouds,CN,2020-08-02 20:16:45
455,Tambun,-6.26,107.07,79.0,78,40,6.93,haze,ID,2020-08-02 20:19:45
456,Minuri,16.54,121.86,75.52,86,100,2.42,overcast clouds,PH,2020-08-02 20:19:45
457,Verkhnevilyuysk,63.45,120.32,53.28,74,0,2.21,clear sky,RU,2020-08-02 20:19:45
458,Hofn,64.25,-15.21,51.87,89,100,7.05,overcast clouds,IS,2020-08-02 20:19:45
459,Deputatskiy,69.3,139.9,47.73,74,77,2.44,broken clouds,RU,2020-08-02 20:19:46
460,Fare,-16.7,-151.02,79.11,77,97,11.01,overcast clouds,PF,2020-08-02 20:19:46
461,Ekibastuz,51.67,75.37,74.73,58,0,8.21,clear sky,KZ,2020-08-02 20:19:46
462,Volsk,52.03,47.38,59.94,79,43,1.34,light rain,RU,2020-08-02 20:19:46
463,Nowa Deba,50.43,21.75,70.0,51,100,4.0,overcast clouds,PL,2020-08-02 20:19:46
464,Gaoual,11.75,-13.2,77.97,90,74,4.59,moderate rain,GN,2020-08-02 20:19:46
465,Sinnamary,5.38,-52.95,82.72,77,85,10.87,light rain,GF,2020-08-02 20:19:46
466,Erenhot,43.65,111.98,66.65,54,32,13.38,scattered clouds,CN,2020-08-02 20:19:46
467,Roma,43.21,-75.46,89.6,49,75,11.41,broken clouds,US,2020-08-02 20:19:19
468,Karatuzskoye,53.61,92.87,55.04,94,100,2.51,overcast clouds,RU,2020-08-02 20:19:46
469,Bilibino,68.05,166.44,46.67,69,99,0.89,overcast clouds,RU,2020-08-02 20:19:47
470,Kaeo,-35.1,173.78,55.0,3,64,3.0,broken clouds,NZ,2020-08-02 20:19:47
471,Ursulo Galvan,22.73,-98.3,93.99,63,0,10.0,clear sky,MX,2020-08-02 20:19:47
472,Faya,18.39,42.45,68.0,72,75,4.79,broken clouds,SA,2020-08-02 20:19:47
473,Bage,-31.33,-54.11,80.6,44,100,6.93,overcast clouds,BR,2020-08-02 20:19:47
474,Monrovia,6.3,-10.8,77.0,94,75,9.17,light rain,LR,2020-08-02 20:19:47
475,Espanola,35.99,-106.08,88.0,32,1,10.29,clear sky,US,2020-08-02 20:15:37
476,Santa Cruz De Tenerife,28.47,-16.25,73.99,47,49,13.53,scattered clouds,ES,2020-08-02 20:19:07
477,Bertinoro,44.15,12.14,79.0,88,20,5.82,few clouds,IT,2020-08-02 20:19:47
478,Tokat,40.42,36.58,51.6,100,47,4.83,scattered clouds,TR,2020-08-02 20:19:47
479,Bareli,28.35,79.42,87.91,65,100,4.16,overcast clouds,IN,2020-08-02 20:19:47
480,Breves,-1.68,-50.48,89.44,49,25,4.81,scattered clouds,BR,2020-08-02 20:19:47
481,Aklavik,68.22,-135.01,53.6,87,90,3.36,overcast clouds,CA,2020-08-02 20:19:47
482,Kendari,-3.94,122.5,73.27,91,92,2.84,overcast clouds,ID,2020-08-02 20:19:48
483,Mokrous,51.23,47.52,64.31,56,9,1.72,clear sky,RU,2020-08-02 20:19:48
484,Salaza,15.45,119.96,80.33,76,100,5.79,overcast clouds,PH,2020-08-02 20:19:48
485,Rawson,-43.3,-65.1,56.5,38,0,6.91,clear sky,AR,2020-08-02 20:19:48
486,Cabedelo,-6.98,-34.83,73.4,94,75,12.75,broken clouds,BR,2020-08-02 20:19:48
487,Zhigansk,66.77,123.37,53.74,67,100,11.27,overcast clouds,RU,2020-08-02 20:19:48
488,Jumla,29.27,82.18,62.22,71,52,1.74,broken clouds,NP,2020-08-02 20:19:48
489,Dargaville,-35.93,173.88,53.37,85,75,7.74,broken clouds,NZ,2020-08-02 20:19:48
490,Irkutsk,52.3,104.3,57.2,100,90,11.18,light intensity shower rain,RU,2020-08-02 20:19:48
491,Marsa Matruh,31.35,27.25,78.8,83,40,9.17,scattered clouds,EG,2020-08-02 20:19:48
492,Shelopugino,51.65,117.56,54.57,94,54,4.14,light rain,RU,2020-08-02 20:19:48
493,Bintulu,3.17,113.03,77.0,88,40,5.82,scattered clouds,MY,2020-08-02 20:19:48
494,Pauini,-7.71,-66.98,96.46,27,30,2.17,scattered clouds,BR,2020-08-02 20:19:49
495,Limon,10.0,-83.03,87.8,70,40,8.05,scattered clouds,CR,2020-08-02 20:19:49
496,Greystones,53.14,-6.06,57.0,80,91,7.14,overcast clouds,IE,2020-08-02 20:19:49
497,Zhenlai,45.85,123.3,67.5,96,100,0.83,overcast clouds,CN,2020-08-02 20:19:49
498,Solnechnyy,50.72,136.63,53.02,89,100,7.54,overcast clouds,RU,2020-08-02 20:19:49
499,Anshun,26.25,105.93,66.96,95,98,2.59,overcast clouds,CN,2020-08-02 20:19:50
500,Ushtobe,45.25,77.98,68.56,40,17,1.48,few clouds,KZ,2020-08-02 20:19:50
501,Staryy Nadym,65.61,72.68,62.2,66,3,11.45,clear sky,RU,2020-08-02 20:19:50
502,Nanpiao,41.1,120.75,69.31,92,0,5.59,clear sky,CN,2020-08-02 20:19:50
503,Inongo,-1.95,18.27,77.09,62,80,3.94,broken clouds,CD,2020-08-02 20:19:50
504,Ha Giang,22.83,104.98,77.47,85,100,1.97,light rain,VN,2020-08-02 20:19:50
505,Sciacca,37.51,13.09,84.0,48,0,8.01,clear sky,IT,2020-08-02 20:19:51
506,Yulara,-25.24,130.99,39.2,27,0,5.82,clear sky,AU,2020-08-02 20:19:51
507,Bereda,43.27,-7.54,64.0,85,100,5.01,overcast clouds,ES,2020-08-02 20:19:51
508,Egvekinot,66.32,-179.17,45.0,67,16,1.68,few clouds,RU,2020-08-02 20:19:51
509,Avera,33.19,-82.53,96.8,46,40,8.05,scattered clouds,US,2020-08-02 20:19:51
510,Buchanan,5.88,-10.05,77.0,94,75,9.17,light rain,LR,2020-08-02 20:19:51
511,Wanning,18.8,110.4,79.45,90,100,7.27,moderate rain,CN,2020-08-02 20:19:51
512,Beyneu,45.32,55.2,85.93,20,29,11.21,scattered clouds,KZ,2020-08-02 20:19:51
513,Batetskiy,58.65,30.3,54.61,92,91,3.56,overcast clouds,RU,2020-08-02 20:19:51
514,Angoram,-4.06,144.07,73.76,98,56,2.06,broken clouds,PG,2020-08-02 20:19:51
515,Sakaiminato,35.55,133.23,77.0,94,75,3.36,broken clouds,JP,2020-08-02 20:19:52
516,Itarema,-2.92,-39.92,81.41,70,3,14.97,clear sky,BR,2020-08-02 20:19:52
517,Evensk,61.95,159.23,58.08,58,42,4.56,scattered clouds,RU,2020-08-02 20:19:52
518,Nehe,48.48,124.83,68.94,95,100,10.09,moderate rain,CN,2020-08-02 20:19:52
519,Richmond,37.55,-77.46,95.0,47,40,21.92,scattered clouds,US,2020-08-02 20:17:01
520,Port-Cartier,50.03,-66.87,78.8,54,75,8.05,broken clouds,CA,2020-08-02 20:19:52
521,Ambulu,-8.35,113.61,70.2,89,45,3.04,scattered clouds,ID,2020-08-02 20:19:52
522,Miramar,25.99,-80.23,89.6,70,75,14.99,broken clouds,US,2020-08-02 20:19:53
523,Sambava,-14.27,50.17,72.14,82,100,20.42,light rain,MG,2020-08-02 20:19:53
524,Do Gonbadan,30.36,50.8,95.0,36,0,6.93,clear sky,IR,2020-08-02 20:19:53
525,Plyussa,58.43,29.37,57.0,77,67,4.59,broken clouds,RU,2020-08-02 20:19:53
526,Pike Creek,39.73,-75.7,91.99,59,40,13.87,scattered clouds,US,2020-08-02 20:16:15
527,Guerrero Negro,27.98,-114.06,86.04,46,90,15.12,overcast clouds,MX,2020-08-02 20:19:53
528,Preobrazheniye,42.9,133.91,68.76,95,100,5.5,light rain,RU,2020-08-02 20:19:53
529,Vanimo,-2.67,141.3,77.31,84,100,2.08,light rain,PG,2020-08-02 20:19:53
530,Kiunga,-6.12,141.29,70.34,93,87,2.06,overcast clouds,PG,2020-08-02 20:19:53
531,Lewistown,40.6,-77.57,91.4,41,1,16.11,clear sky,US,2020-08-02 20:19:54
532,Itoman,26.12,127.67,84.2,83,20,14.99,few clouds,JP,2020-08-02 20:19:54
533,Aksarka,66.56,67.8,64.22,60,100,13.73,overcast clouds,RU,2020-08-02 20:19:54
534,Dali,25.7,100.18,63.52,82,59,4.32,broken clouds,CN,2020-08-02 20:19:54
535,Olden,61.84,6.81,53.6,87,75,8.05,light intensity drizzle rain,NO,2020-08-02 20:19:54
536,Kudahuvadhoo,2.67,72.89,82.42,79,100,11.59,light rain,MV,2020-08-02 20:19:54
537,Shahr-E Kord,32.33,50.86,68.2,31,0,1.95,clear sky,IR,2020-08-02 20:19:55
538,Maragogi,-9.01,-35.22,75.06,79,85,13.27,overcast clouds,BR,2020-08-02 20:18:39
539,Kurchum,48.57,83.65,65.64,54,6,6.49,clear sky,KZ,2020-08-02 20:19:55
540,Lengshuijiang,27.69,111.43,78.3,79,0,0.36,clear sky,CN,2020-08-02 20:19:55
541,Ciechanow,52.88,20.62,64.99,59,9,2.24,clear sky,PL,2020-08-02 20:19:55
542,Mocuba,-16.84,36.99,62.8,96,34,3.38,scattered clouds,MZ,2020-08-02 20:19:55
543,Salalah,17.02,54.09,80.6,88,40,3.36,scattered clouds,OM,2020-08-02 20:19:55
544,Christchurch,-43.53,172.63,50.0,93,100,3.36,overcast clouds,NZ,2020-08-02 20:15:46
